source	target
6904285	6725216
6939220	6725216
7028806	6725216
10241948	6725216
11146677	6725216
11236878	6725216
13704480	6725216
13709790	6725216
34626421	6725216
34685436	6725216
35238777	6725216
37504760	6725216
38073450	6725216
38358698	6725216
38369924	6725216
49070980	6725216
3409147	6726162
5168309	6726162
5578310	6726162
5655843	6726162
5911533	6726162
6760336	6726162
6965482	6726162
10108426	6726162
10953499	6726162
12109284	6726162
12154026	6726162
13179652	6726162
15180017	6726162
34685342	6726162
35696722	6726162
36121828	6726162
36139292	6726162
37096866	6726162
49999466	6726162
50120007	6726162
56615237	6726162
56615627	6726162
6237300	6778097
6332350	6778097
6734936	6778097
10308965	6778097
10338047	6778097
11231773	6778097
12800214	6778097
13896604	6778097
35941236	6778097
35941872	6778097
35941935	6778097
38051141	6778097
46350669	6778097
50120022	6778097
57409147	6778097
6339174	6794675
57409813	6794675
5316929	6935645
5448676	6935645
5943039	6935645
6575448	6935645
6652999	6935645
6695935	6935645
6982119	6935645
10593492	6935645
11156009	6935645
11238085	6935645
13030042	6935645
34489076	6935645
34766827	6935645
34950404	6935645
35984848	6935645
36073040	6935645
36136716	6935645
36320136	6935645
36378684	6935645
37073763	6935645
37985824	6935645
39164141	6935645
47617943	6935645
49046683	6935645
3862911	6940817
3928391	6940817
5878808	6940817
6575448	6940817
6692235	6940817
6740978	6940817
6813392	6940817
6820959	6940817
10067513	6940817
13063300	6940817
13392599	6940817
36121975	6940817
36136823	6940817
36137091	6940817
36147812	6940817
6980531	6982833
10679210	6982833
11854431	6982833
13641476	6982833
14902399	6982833
15093874	6982833
34766994	6982833
35937439	6982833
36073612	6982833
36121173	6982833
37078332	6982833
37096988	6982833
37321720	6982833
38051127	6982833
40120014	6982833
49121821	6982833
10308965	7027871
10313066	7027871
12403719	7027871
12906154	7027871
29546243	7027871
30349485	7027871
34766892	7027871
34766916	7027871
34952949	7027871
37097098	7027871
37098360	7027871
37327926	7027871
37504550	7027871
38357856	7027871
46350985	7027871
47747196	7027871
48312894	7027871
49121821	7027871
49412122	7027871
57409147	7027871
4874753	10096946
5048689	10096946
5386513	10096946
5889378	10096946
6197864	10096946
6332350	10096946
6522007	10096946
6668644	10096946
6698083	10096946
6749230	10096946
6755247	10096946
6780116	10096946
6798279	10096946
10308965	10096946
10433608	10096946
10633503	10096946
11311529	10096946
11624472	10096946
13528344	10096946
28166291	10096946
34725073	10096946
35264340	10096946
35371201	10096946
35916993	10096946
35941573	10096946
35941933	10096946
35963221	10096946
36068618	10096946
36147984	10096946
36347015	10096946
36354394	10096946
37327685	10096946
38051341	10096946
47667551	10096946
50120022	10096946
56649726	10096946
57408353	10096946
722249	10162467
2818039	10162467
2979098	10162467
3143106	10162467
3612674	10162467
4440387	10162467
4594503	10162467
4843703	10162467
5044322	10162467
5048961	10162467
5092921	10162467
5139339	10162467
5160911	10162467
5286789	10162467
5286986	10162467
5295006	10162467
5308278	10162467
5454980	10162467
5455901	10162467
5737824	10162467
5782489	10162467
5937399	10162467
5971033	10162467
6132074	10162467
6251284	10162467
6519045	10162467
6531781	10162467
6562138	10162467
6665649	10162467
6683035	10162467
6726615	10162467
6793097	10162467
6812626	10162467
6817303	10162467
6829077	10162467
6846772	10162467
6876370	10162467
6912594	10162467
6957814	10162467
6960396	10162467
6975415	10162467
6984078	10162467
7000639	10162467
7004524	10162467
7010992	10162467
10097758	10162467
10098905	10162467
10207896	10162467
10350158	10162467
10540621	10162467
10562385	10162467
10734784	10162467
11016260	10162467
11068669	10162467
11161424	10162467
11189902	10162467
11329568	10162467
11406229	10162467
11431495	10162467
11450586	10162467
11505639	10162467
11523612	10162467
11590674	10162467
11645292	10162467
11782603	10162467
11836510	10162467
11854431	10162467
11875817	10162467
11963359	10162467
12078809	10162467
12895392	10162467
12944743	10162467
13003837	10162467
13006499	10162467
13006541	10162467
13015284	10162467
13245137	10162467
13891525	10162467
14026275	10162467
14603653	10162467
14892265	10162467
14899886	10162467
15182037	10162467
15187649	10162467
15189947	10162467
16560519	10162467
22447815	10162467
22455256	10162467
24258846	10162467
24258847	10162467
28135310	10162467
28536134	10162467
30635107	10162467
30636806	10162467
30647043	10162467
33411071	10162467
34023778	10162467
34039480	10162467
34039678	10162467
34040050	10162467
34090821	10162467
34142459	10162467
34142991	10162467
34143837	10162467
34276118	10162467
34277368	10162467
34277435	10162467
34324956	10162467
34491870	10162467
34675854	10162467
34807380	10162467
34949947	10162467
35211986	10162467
35241222	10162467
35371063	10162467
35371069	10162467
35371072	10162467
35371137	10162467
35371168	10162467
35371204	10162467
35371383	10162467
35371477	10162467
35371517	10162467
35371590	10162467
35371712	10162467
35371825	10162467
35371866	10162467
35372045	10162467
35372134	10162467
35697003	10162467
35756018	10162467
35770709	10162467
35876222	10162467
35876428	10162467
35916691	10162467
35933834	10162467
35938923	10162467
35940908	10162467
35940915	10162467
35940982	10162467
35941021	10162467
35941056	10162467
35941193	10162467
35941217	10162467
35941232	10162467
35941244	10162467
35941290	10162467
35941317	10162467
35941365	10162467
35941431	10162467
35941567	10162467
35941574	10162467
35941619	10162467
35941774	10162467
35941791	10162467
35941800	10162467
35942083	10162467
36046712	10162467
36064741	10162467
36068633	10162467
36120369	10162467
36120832	10162467
36120920	10162467
36120979	10162467
36121571	10162467
36138134	10162467
36257751	10162467
36259873	10162467
36260854	10162467
36267438	10162467
36321881	10162467
36347062	10162467
36347694	10162467
36348036	10162467
36348893	10162467
36351285	10162467
36352402	10162467
36356014	10162467
36356018	10162467
36491056	10162467
36538096	10162467
36598511	10162467
37037937	10162467
37038210	10162467
37040397	10162467
37041297	10162467
37041347	10162467
37077620	10162467
37078527	10162467
37087931	10162467
37087932	10162467
37087933	10162467
37087979	10162467
37096002	10162467
37096052	10162467
37096649	10162467
37097113	10162467
37097208	10162467
37103526	10162467
37114390	10162467
37628247	10162467
38051157	10162467
38073808	10162467
38073817	10162467
38073841	10162467
38074869	10162467
38074973	10162467
38075138	10162467
38076501	10162467
38076623	10162467
38076626	10162467
38076937	10162467
38076967	10162467
38310291	10162467
38310316	10162467
38359588	10162467
38359608	10162467
38360578	10162467
38369810	10162467
38369884	10162467
38369919	10162467
38729514	10162467
38740450	10162467
38878250	10162467
38878602	10162467
38878692	10162467
38945346	10162467
39014982	10162467
39171437	10162467
39176099	10162467
40147152	10162467
40959071	10162467
41824483	10162467
43788603	10162467
43835467	10162467
45953925	10162467
45962823	10162467
46349772	10162467
46615820	10162467
46615864	10162467
47663150	10162467
47820467	10162467
47936470	10162467
48208269	10162467
48238587	10162467
48352883	10162467
48674322	10162467
49045756	10162467
49051800	10162467
49051803	10162467
49071000	10162467
49212180	10162467
49212585	10162467
50054161	10162467
50119973	10162467
50227846	10162467
50320946	10162467
50320950	10162467
50321212	10162467
53617841	10162467
56603544	10162467
56603575	10162467
57407541	10162467
57411111	10162467
34091110	10313066
34767028	10313066
36122292	10313066
37099510	10313066
57396281	10313066
6332350	10433608
6629865	10433608
6780116	10433608
6782442	10433608
10308965	10433608
11497230	10433608
11653111	10433608
13221480	10433608
13641476	10433608
34725230	10433608
36147984	10433608
36260670	10433608
36354394	10433608
37097018	10433608
38051352	10433608
55808526	10433608
56651295	10433608
57397663	10433608
35264752	10657702
38606365	10657702
50120185	10657702
55116496	10657702
5870404	10679210
6525918	10679210
13033575	10679210
15087445	10679210
34649137	10679210
34766892	10679210
35505606	10679210
35935060	10679210
35937708	10679210
36121165	10679210
36121895	10679210
36195596	10679210
36264283	10679210
37052795	10679210
38140123	10679210
49121821	10679210
49496001	10679210
50107874	10679210
2798984	11238085
2833172	11238085
3666772	11238085
3704385	11238085
5130901	11238085
5358133	11238085
5737948	11238085
5870404	11238085
5895009	11238085
6235468	11238085
6332350	11238085
6383777	11238085
6514199	11238085
6524657	11238085
6567192	11238085
6633383	11238085
6656708	11238085
6702443	11238085
6710160	11238085
6754890	11238085
7027871	11238085
10679210	11238085
11139716	11238085
11349706	11238085
11606938	11238085
12921622	11238085
12968445	11238085
13033575	11238085
13621390	11238085
14044358	11238085
14893795	11238085
15087445	11238085
29546243	11238085
34090093	11238085
34420582	11238085
34489202	11238085
34491730	11238085
34766892	11238085
34766893	11238085
34766941	11238085
34767055	11238085
35371496	11238085
35372188	11238085
35481057	11238085
35932667	11238085
35934056	11238085
35937439	11238085
35937708	11238085
35937783	11238085
35941871	11238085
35985341	11238085
36046129	11238085
36046443	11238085
36072750	11238085
36119790	11238085
36120123	11238085
36120143	11238085
36120466	11238085
36120693	11238085
36120808	11238085
36121661	11238085
36121866	11238085
36121895	11238085
36138224	11238085
36146472	11238085
36147115	11238085
36371344	11238085
37078083	11238085
37078345	11238085
37117397	11238085
37500737	11238085
37504960	11238085
38032144	11238085
38073062	11238085
38074752	11238085
38140123	11238085
38357856	11238085
38358591	11238085
38358698	11238085
38359540	11238085
38369912	11238085
38384465	11238085
47089618	11238085
47693542	11238085
47776838	11238085
47793993	11238085
49054648	11238085
49057167	11238085
49121821	11238085
49998905	11238085
52710500	11238085
53670806	11238085
56603554	11238085
57407652	11238085
57409939	11238085
57410058	11238085
57412906	11238085
6383777	11411247
10948193	11411247
11606938	11411247
14604045	11411247
16548850	11411247
28544064	11411247
30349485	11411247
34040284	11411247
34040319	11411247
34489231	11411247
35372188	11411247
35372321	11411247
36323301	11411247
37505137	11411247
37623352	11411247
38357856	11411247
38878985	11411247
47089618	11411247
47747196	11411247
48754701	11411247
49618466	11411247
49979155	11411247
50228123	11411247
52892947	11411247
54934104	11411247
55927846	11411247
56548464	11411247
57408500	11411247
57416129	11411247
6978579	11492054
11159762	11492054
11412713	11492054
13570890	11492054
25116822	11492054
29546243	11492054
30349485	11492054
34040319	11492054
34489200	11492054
34489203	11492054
35936053	11492054
35985341	11492054
36073609	11492054
36323301	11492054
37097098	11492054
37099510	11492054
37126021	11492054
37504991	11492054
38358698	11492054
46350813	11492054
47747196	11492054
49312429	11492054
50334827	11492054
51977643	11492054
52729178	11492054
57382871	11492054
57409704	11492054
5870404	11596102
6525918	11596102
7027871	11596102
10440789	11596102
10657702	11596102
11492054	11596102
11962683	11596102
12921622	11596102
13167108	11596102
15087445	11596102
16549949	11596102
16549950	11596102
29546243	11596102
30349485	11596102
33832600	11596102
34049069	11596102
34090529	11596102
34489202	11596102
34766892	11596102
34767067	11596102
35263606	11596102
35372188	11596102
35934308	11596102
35935060	11596102
35935930	11596102
35985063	11596102
36121165	11596102
36121657	11596102
36121895	11596102
36195596	11596102
36264283	11596102
36268332	11596102
36371344	11596102
37047524	11596102
37052795	11596102
38140123	11596102
38357856	11596102
38612674	11596102
38702845	11596102
39181081	11596102
39193023	11596102
39193024	11596102
47089618	11596102
49121821	11596102
50107874	11596102
51253921	11596102
57409411	11596102
2846729	11941748
5231481	11941748
5317485	11941748
5359383	11941748
5468687	11941748
5755836	11941748
5825194	11941748
6383777	11941748
6677418	11941748
6713661	11941748
7027871	11941748
7036518	11941748
10460077	11941748
12162693	11941748
12423110	11941748
12921622	11941748
13221480	11941748
13409385	11941748
13569273	11941748
13621390	11941748
14326389	11941748
15087444	11941748
29546243	11941748
30349485	11941748
34040319	11941748
34091110	11941748
34489198	11941748
34489202	11941748
34489209	11941748
34766778	11941748
34766892	11941748
34766941	11941748
35481057	11941748
35933989	11941748
35934427	11941748
35935642	11941748
35935753	11941748
35935907	11941748
35936731	11941748
35937904	11941748
35941223	11941748
36046653	11941748
36121173	11941748
36121403	11941748
36138194	11941748
36147115	11941748
36177286	11941748
36195844	11941748
36321883	11941748
36323301	11941748
36347936	11941748
36353031	11941748
37095189	11941748
37096340	11941748
37096513	11941748
37098360	11941748
37099510	11941748
37126021	11941748
37504550	11941748
37799224	11941748
38358698	11941748
38369912	11941748
38615984	11941748
39176393	11941748
40146506	11941748
43837028	11941748
47089618	11941748
47711382	11941748
47711818	11941748
49121821	11941748
49998905	11941748
50107874	11941748
50403621	11941748
52085281	11941748
56650018	11941748
57407652	11941748
57408660	11941748
14604045	11962683
48279407	11962683
5047454	12006130
6507048	12006130
6750024	12006130
7027871	12006130
13068978	12006130
34685145	12006130
34948447	12006130
36350039	12006130
57407784	12006130
6065640	12849946
14604223	12849946
27641151	12849946
36139214	12849946
50108830	12849946
51034351	12849946
54494035	12849946
57408728	12849946
57409491	12849946
57409766	12849946
57409834	12953216
5146182	12968445
6283671	12968445
6332350	12968445
6383777	12968445
6567192	12968445
6629552	12968445
6707248	12968445
6778372	12968445
7027871	12968445
10386528	12968445
10715058	12968445
11108715	12968445
11606938	12968445
12921622	12968445
13006525	12968445
13621390	12968445
29546243	12968445
30406210	12968445
30504528	12968445
34488879	12968445
34766784	12968445
34766800	12968445
34766892	12968445
34766893	12968445
35371496	12968445
35372188	12968445
35935430	12968445
35937708	12968445
35941867	12968445
35962502	12968445
35985173	12968445
36046589	12968445
36120790	12968445
36121590	12968445
36138193	12968445
36147189	12968445
36378684	12968445
37504550	12968445
37504960	12968445
38074752	12968445
38358698	12968445
38384465	12968445
38606336	12968445
38740095	12968445
46350372	12968445
47089618	12968445
47649818	12968445
47793993	12968445
47804221	12968445
49054648	12968445
49496001	12968445
52180188	12968445
52710500	12968445
55737225	12968445
57407652	12968445
57409225	12968445
6696874	13033575
11144878	13033575
13895316	13033575
15178827	13033575
33720528	13033575
35935910	13033575
37503842	13033575
55116496	13033575
57408044	13033575
57409618	13033575
5246442	13221480
6980531	13221480
10308965	13221480
11231773	13221480
13641476	13221480
15087444	13221480
29546243	13221480
30349485	13221480
35935060	13221480
35940230	13221480
35941236	13221480
35941770	13221480
36121173	13221480
36121241	13221480
36137843	13221480
36258243	13221480
36261330	13221480
37096098	13221480
37096513	13221480
37097098	13221480
37099510	13221480
37126021	13221480
37327926	13221480
38369912	13221480
38878692	13221480
47594687	13221480
49121821	13221480
49282434	13221480
49496001	13221480
50321218	13221480
50403848	13221480
57408660	13221480
2586738	13526010
2753333	13526010
3208389	13526010
3305950	13526010
3533660	13526010
3557858	13526010
3622790	13526010
3704385	13526010
3719060	13526010
3731371	13526010
3750780	13526010
3855885	13526010
3862884	13526010
3865333	13526010
3964581	13526010
5008548	13526010
5051724	13526010
5152630	13526010
5231481	13526010
5316929	13526010
5337385	13526010
5358133	13526010
5437337	13526010
5468687	13526010
5552606	13526010
5578310	13526010
5645553	13526010
5678320	13526010
5721500	13526010
5737948	13526010
5755730	13526010
5755836	13526010
5788998	13526010
5804815	13526010
5813483	13526010
5834173	13526010
5843674	13526010
5859582	13526010
6026302	13526010
6301392	13526010
6376790	13526010
6476161	13526010
6479096	13526010
6567192	13526010
6584043	13526010
6591876	13526010
6628685	13526010
6633383	13526010
6677418	13526010
6692235	13526010
6706359	13526010
6708407	13526010
6711580	13526010
6713707	13526010
6725216	13526010
6740978	13526010
6753910	13526010
6763912	13526010
6770389	13526010
6770520	13526010
6789108	13526010
6789359	13526010
6789586	13526010
6790832	13526010
6809325	13526010
6813392	13526010
6823312	13526010
6924115	13526010
6926190	13526010
6951094	13526010
6952749	13526010
6955627	13526010
10069291	13526010
10108426	13526010
10137455	13526010
10141581	13526010
10181985	13526010
10241948	13526010
10319743	13526010
10349412	13526010
10403863	13526010
10404858	13526010
10674753	13526010
10730290	13526010
11238085	13526010
11293937	13526010
11349706	13526010
11481137	13526010
11523175	13526010
11630047	13526010
11723059	13526010
11724252	13526010
11752107	13526010
11865367	13526010
11941748	13526010
11968127	13526010
12044986	13526010
12044992	13526010
12151068	13526010
12423110	13526010
12423705	13526010
12953216	13526010
12968445	13526010
13006504	13526010
13030042	13526010
13064644	13526010
13198496	13526010
13221480	13526010
13382053	13526010
13392599	13526010
13398776	13526010
13569273	13526010
13596314	13526010
13664617	13526010
13697585	13526010
13709790	13526010
13731580	13526010
13750090	13526010
13750109	13526010
13750111	13526010
14051552	13526010
14097551	13526010
14172619	13526010
14192859	13526010
14226303	13526010
14324704	13526010
14888305	13526010
14891865	13526010
14893795	13526010
14896570	13526010
16549355	13526010
28538504	13526010
28539411	13526010
29862148	13526010
30406203	13526010
31485509	13526010
31504460	13526010
31696837	13526010
33031001	13526010
34488881	13526010
34489066	13526010
34489201	13526010
34491803	13526010
34626421	13526010
34685276	13526010
34766528	13526010
34766892	13526010
34766916	13526010
34766952	13526010
34767064	13526010
35248441	13526010
35261028	13526010
35370775	13526010
35372188	13526010
35871930	13526010
35931718	13526010
35932438	13526010
35932480	13526010
35932996	13526010
35933082	13526010
35933283	13526010
35933302	13526010
35933534	13526010
35933604	13526010
35933978	13526010
35934056	13526010
35934107	13526010
35934548	13526010
35939748	13526010
35983982	13526010
35984246	13526010
35984315	13526010
36046443	13526010
36046461	13526010
36046630	13526010
36068262	13526010
36072558	13526010
36072603	13526010
36072750	13526010
36119548	13526010
36119562	13526010
36119790	13526010
36120095	13526010
36120143	13526010
36120693	13526010
36120808	13526010
36121173	13526010
36121241	13526010
36121403	13526010
36136505	13526010
36136561	13526010
36136673	13526010
36136823	13526010
36137091	13526010
36137403	13526010
36138024	13526010
36146524	13526010
36146915	13526010
36147981	13526010
36148007	13526010
36177286	13526010
36252899	13526010
36319726	13526010
36320843	13526010
36321852	13526010
36321883	13526010
36349875	13526010
36371344	13526010
36377840	13526010
36378790	13526010
36408004	13526010
36469553	13526010
36470719	13526010
36528492	13526010
37047303	13526010
37047387	13526010
37047428	13526010
37048451	13526010
37073763	13526010
37078081	13526010
37078345	13526010
37098169	13526010
37098209	13526010
37117425	13526010
38306181	13526010
38601721	13526010
38606365	13526010
38702154	13526010
38772176	13526010
38772207	13526010
39164141	13526010
39167282	13526010
39176393	13526010
46350422	13526010
46350813	13526010
46350906	13526010
47617943	13526010
47711382	13526010
47747196	13526010
48014647	13526010
48220420	13526010
48249187	13526010
48263461	13526010
48312894	13526010
48348194	13526010
48606600	13526010
49054547	13526010
49054648	13526010
49070980	13526010
49121821	13526010
49312931	13526010
50085764	13526010
50107866	13526010
50107874	13526010
50119940	13526010
50119941	13526010
50120354	13526010
50228123	13526010
52180188	13526010
55842908	13526010
55877430	13526010
56549119	13526010
56603554	13526010
56610817	13526010
56610888	13526010
56649453	13526010
56649496	13526010
56650018	13526010
57382871	13526010
57408118	13526010
57408764	13526010
57409127	13526010
57409418	13526010
57409725	13526010
57413572	13526010
57413574	13526010
57415472	13526010
57416989	13526010
49998905	13569273
5048689	13622776
5699979	13622776
5828007	13622776
6197864	13622776
6749230	13622776
6780116	13622776
6798279	13622776
10096946	13622776
11311529	13622776
11624472	13622776
13649498	13622776
34420895	13622776
35264340	13622776
35371198	13622776
35371201	13622776
35916993	13622776
35941573	13622776
35941923	13622776
35963221	13622776
36068347	13622776
36120163	13622776
36147984	13622776
36378145	13622776
37327685	13622776
37592898	13622776
38051341	13622776
38359626	13622776
56649726	13622776
3557858	14324704
3704385	14324704
5852543	14324704
5870404	14324704
6201654	14324704
6263463	14324704
6525918	14324704
6567712	14324704
6676195	14324704
6684252	14324704
6702443	14324704
6753731	14324704
6863159	14324704
6929960	14324704
6980486	14324704
7027871	14324704
10096946	14324704
10183028	14324704
10433608	14324704
10679210	14324704
10764906	14324704
11139716	14324704
11210525	14324704
11238085	14324704
11545325	14324704
11587960	14324704
11596102	14324704
11706817	14324704
11802567	14324704
11962683	14324704
12431028	14324704
13133075	14324704
14026275	14324704
14264831	14324704
15188119	14324704
34024217	14324704
34035414	14324704
34090093	14324704
34420582	14324704
34684758	14324704
34725230	14324704
34766892	14324704
35371204	14324704
35932343	14324704
35933587	14324704
35934056	14324704
35937708	14324704
35984315	14324704
36073609	14324704
36119790	14324704
36121165	14324704
36137694	14324704
36264283	14324704
36268332	14324704
36371344	14324704
37052795	14324704
37095189	14324704
37096513	14324704
37500737	14324704
38032144	14324704
38140123	14324704
38358591	14324704
38359540	14324704
38740255	14324704
46350813	14324704
47089618	14324704
47667551	14324704
47776838	14324704
48208269	14324704
48352883	14324704
49496001	14324704
56649496	14324704
57408119	14324704
5674117	15083316
6525918	15083316
6818737	15083316
6978579	15083316
10657702	15083316
11159762	15083316
11236878	15083316
11821639	15083316
11976435	15083316
13198496	15083316
13207130	15083316
14044358	15083316
14604482	15083316
14604571	15083316
15083317	15083316
15087444	15083316
15087445	15083316
22240914	15083316
29470925	15083316
29546243	15083316
34091110	15083316
34489207	15083316
34766956	15083316
34767028	15083316
35372188	15083316
35936731	15083316
35937439	15083316
35937708	15083316
35941789	15083316
35941811	15083316
35941865	15083316
35941924	15083316
35941933	15083316
35985341	15083316
36069186	15083316
36073609	15083316
36121661	15083316
36121866	15083316
36121895	15083316
36264283	15083316
36323301	15083316
37040903	15083316
37074890	15083316
37079081	15083316
37079118	15083316
37096513	15083316
37096659	15083316
37096812	15083316
37097281	15083316
37099510	15083316
37126021	15083316
37505137	15083316
37623352	15083316
38140123	15083316
38141039	15083316
38358698	15083316
38611741	15083316
46350893	15083316
48312894	15083316
49121821	15083316
49496001	15083316
49618466	15083316
49999371	15083316
50019730	15083316
50119940	15083316
50119941	15083316
50120185	15083316
50407174	15083316
52729178	15083316
55116496	15083316
55927846	15083316
56549007	15083316
56606861	15083316
56650018	15083316
57397663	15083316
57408119	15083316
57408480	15083316
57408850	15083316
57408880	15083316
57409147	15083316
57409704	15083316
6525918	15083317
6818737	15083317
6823312	15083317
6978579	15083317
10657702	15083317
11139716	15083317
11159762	15083317
11236878	15083317
11821639	15083317
11976435	15083317
13198496	15083317
14044358	15083317
14226303	15083317
14604571	15083317
15087444	15083317
15087445	15083317
22240914	15083317
29470925	15083317
29546243	15083317
30639723	15083317
34091110	15083317
34489207	15083317
34766956	15083317
34767028	15083317
35372188	15083317
35936731	15083317
35937439	15083317
35937708	15083317
35941811	15083317
35941924	15083317
35941933	15083317
35942010	15083317
35985341	15083317
36073609	15083317
36121657	15083317
36121661	15083317
36121866	15083317
36121895	15083317
36264283	15083317
36323301	15083317
37040903	15083317
37074890	15083317
37079081	15083317
37079118	15083317
37096513	15083317
37096812	15083317
37097281	15083317
37099510	15083317
37126021	15083317
37504550	15083317
37505137	15083317
37623352	15083317
38140123	15083317
38358698	15083317
38611741	15083317
48312894	15083317
49121821	15083317
49496001	15083317
49999371	15083317
50019730	15083317
50107874	15083317
50119940	15083317
50119941	15083317
50120185	15083317
50407174	15083317
52180188	15083317
52729178	15083317
55116496	15083317
55927846	15083317
56549007	15083317
56650018	15083317
57397663	15083317
57408119	15083317
57408480	15083317
57408850	15083317
57408880	15083317
57409147	15083317
57409285	15083317
57409704	15083317
5859582	15087444
7036518	15087444
11139716	15087444
11236878	15087444
13134432	15087444
13569273	15087444
14044358	15087444
14192859	15087444
15087445	15087444
30349485	15087444
34489203	15087444
34489205	15087444
34767055	15087444
34952949	15087444
35372188	15087444
35936731	15087444
35937439	15087444
35937708	15087444
35937904	15087444
35941811	15087444
35985341	15087444
36069186	15087444
36073609	15087444
36121866	15087444
36121895	15087444
36139080	15087444
36268103	15087444
36268332	15087444
36323301	15087444
37074890	15087444
37097098	15087444
37099103	15087444
37099510	15087444
37126021	15087444
37505137	15087444
38051352	15087444
38140123	15087444
45913744	15087444
46350813	15087444
49312429	15087444
49496001	15087444
49998905	15087444
50019730	15087444
50107874	15087444
50119940	15087444
50119941	15087444
50120185	15087444
50120354	15087444
50228123	15087444
50403848	15087444
52729178	15087444
53373918	15087444
55116496	15087444
55927846	15087444
56548918	15087444
57382871	15087444
57408660	15087444
57409141	15087444
57409939	15087444
57410058	15087444
5859582	15087445
7036518	15087445
11139716	15087445
11236878	15087445
11673800	15087445
13134432	15087445
13257952	15087445
13569273	15087445
14044358	15087445
14192859	15087445
30349485	15087445
34489203	15087445
34489205	15087445
34952949	15087445
35372188	15087445
35936731	15087445
35937439	15087445
35937708	15087445
35937783	15087445
35937904	15087445
35941811	15087445
35985341	15087445
36069186	15087445
36073609	15087445
36121866	15087445
36121895	15087445
36139080	15087445
36268103	15087445
36268332	15087445
36323301	15087445
37074890	15087445
37099510	15087445
37126021	15087445
37505137	15087445
38051352	15087445
38140123	15087445
45913744	15087445
46350813	15087445
49312429	15087445
49496001	15087445
49998905	15087445
50019730	15087445
50119940	15087445
50119941	15087445
50120185	15087445
50120354	15087445
50228123	15087445
52729178	15087445
53373918	15087445
55116496	15087445
55927846	15087445
56548918	15087445
57408660	15087445
57408850	15087445
57409141	15087445
57410058	15087445
6242534	15184295
6318801	15184295
7003393	15184295
7036518	15184295
11580782	15184295
11726930	15184295
13130954	15184295
14604045	15184295
15186731	15184295
15189193	15184295
29465326	15184295
29546240	15184295
29546243	15184295
29546256	15184295
30349485	15184295
31340079	15184295
32090645	15184295
34040319	15184295
34040339	15184295
34489231	15184295
35481061	15184295
35938094	15184295
36069058	15184295
36372519	15184295
37048394	15184295
38358698	15184295
38606362	15184295
46351000	15184295
47747196	15184295
48159157	15184295
49495996	15184295
49496001	15184295
49960590	15184295
49999257	15184295
50120126	15184295
50228098	15184295
50228123	15184295
56563970	15184295
56651349	15184295
56651485	15184295
57382868	15184295
57382871	15184295
57396816	15184295
57408660	15184295
57408697	15184295
57408850	15184295
57409141	15184295
57409283	15184295
49046670	34040319
50004884	34040319
50228123	34040319
56557003	34040319
56603554	34040319
56603737	34040319
57382871	34040319
5373414	34049069
6525918	34049069
11253167	34049069
13596495	34049069
28688053	34049069
30269071	34049069
30639723	34049069
33090723	34049069
34040255	34049069
34384094	34049069
34649142	34049069
35481016	34049069
37081692	34049069
37623606	34049069
37623925	34049069
38606728	34049069
47628809	34049069
49048991	34049069
49979193	34049069
51523819	34049069
35372188	34091110
48312894	34091110
53373918	34091110
56603554	34091110
6702443	34420582
10241948	34420582
13709790	34420582
36347002	34420582
49070980	34420582
5474698	34626421
37891587	34626421
55349887	34626421
5852959	34724771
6883681	34724771
10318359	34724771
11523175	34724771
13889269	34724771
34684699	34724771
37047467	34724771
38606344	34724771
38606365	34724771
44894819	34724771
57409418	34724771
5358133	34766514
6696283	34766514
10674753	34766514
10704387	34766514
11596102	34766514
34090093	34766514
34090762	34766514
34709574	34766514
34767000	34766514
35932438	34766514
36147034	34766514
36147277	34766514
37078345	34766514
37098360	34766514
38032144	34766514
38358591	34766514
38359544	34766514
48002354	34766514
48241688	34766514
56649519	34766514
57409874	34766514
3520247	34766528
5627264	34766528
6112179	34766528
6141034	34766528
6584043	34766528
6656708	34766528
6662538	34766528
6709510	34766528
6725281	34766528
6725860	34766528
6809774	34766528
10364096	34766528
10375317	34766528
10403848	34766528
11709507	34766528
11723059	34766528
12131771	34766528
13006540	34766528
13185514	34766528
13198377	34766528
13545823	34766528
13697585	34766528
31546303	34766528
31551073	34766528
34766645	34766528
34766864	34766528
34766867	34766528
34766928	34766528
34767012	34766528
35359844	34766528
35480653	34766528
35774065	34766528
35932329	34766528
36072750	34766528
36072752	34766528
36137031	34766528
37047544	34766528
39167282	34766528
47620128	34766528
47683315	34766528
47693542	34766528
47832046	34766528
47995032	34766528
48076402	34766528
48136914	34766528
48263461	34766528
49070998	34766528
56549119	34766528
5670428	34766535
5986259	34766535
6463460	34766535
6479096	34766535
6700049	34766535
6731758	34766535
6745209	34766535
6753398	34766535
6809325	34766535
10688270	34766535
11349706	34766535
11481137	34766535
12044986	34766535
13221480	34766535
13750109	34766535
13912907	34766535
14899264	34766535
34488867	34766535
34491730	34766535
35359844	34766535
35932438	34766535
35934565	34766535
35942045	34766535
36072752	34766535
36121447	34766535
36136505	34766535
36136561	34766535
36137615	34766535
36138750	34766535
36146753	34766535
36146754	34766535
36260019	34766535
37047342	34766535
37048033	34766535
37098529	34766535
37117248	34766535
37327926	34766535
38358591	34766535
38359540	34766535
38606966	34766535
38701393	34766535
47637651	34766535
48014647	34766535
48195696	34766535
57407569	34766535
5452568	34766892
5524426	34766892
6383777	34766892
6525918	34766892
6978579	34766892
7036518	34766892
10233186	34766892
10688667	34766892
