source	target
34090762	3305950
34766732	3305950
35932921	3305950
35933604	3305950
35933669	3305950
35933683	3305950
35934491	3305950
35937194	3305950
35937213	3305950
35984725	3305950
36072795	3305950
36072838	3305950
36073516	3305950
36121993	3305950
36137613	3305950
36138250	3305950
36147371	3305950
36147471	3305950
36369569	3305950
37078081	3305950
37096560	3305950
37504653	3305950
38306181	3305950
38606328	3305950
38702154	3305950
47775815	3305950
49057167	3305950
56648551	3305950
56649673	3305950
56650017	3305950
57407872	3305950
2798984	3557858
3666772	3557858
3704385	3557858
5130901	3557858
5337385	3557858
5358133	3557858
5737948	3557858
5870404	3557858
6235468	3557858
6332350	3557858
6383777	3557858
6514199	3557858
6567192	3557858
6633383	3557858
6700590	3557858
6702443	3557858
7027871	3557858
10679210	3557858
11139716	3557858
11349706	3557858
11596102	3557858
11606938	3557858
12921622	3557858
12968445	3557858
13033575	3557858
13621390	3557858
14044358	3557858
14893795	3557858
15087445	3557858
29546243	3557858
34040319	3557858
34090093	3557858
34489202	3557858
34766892	3557858
34766941	3557858
34767055	3557858
34952949	3557858
35262742	3557858
35371496	3557858
35481057	3557858
35871379	3557858
35932732	3557858
35934056	3557858
35937439	3557858
35937708	3557858
35985341	3557858
36046129	3557858
36046443	3557858
36072750	3557858
36119790	3557858
36120095	3557858
36120143	3557858
36120466	3557858
36120808	3557858
36121866	3557858
36138224	3557858
36146472	3557858
36259148	3557858
36323301	3557858
36371344	3557858
37078345	3557858
37117397	3557858
37504960	3557858
37505137	3557858
38032144	3557858
38074752	3557858
38140123	3557858
38357856	3557858
38358591	3557858
38359540	3557858
38369912	3557858
38384465	3557858
47089618	3557858
47772572	3557858
47776838	3557858
49054648	3557858
49121821	3557858
49496001	3557858
49998905	3557858
50023335	3557858
50228123	3557858
53670806	3557858
56279044	3557858
56603554	3557858
56650018	3557858
57407652	3557858
57409939	3557858
57410058	3557858
57412906	3557858
10679210	3666772
11716077	3666772
13033575	3666772
13107129	3666772
28053660	3666772
31556306	3666772
35263087	3666772
38702824	3666772
4690108	3704018
5037719	3704018
5246442	3704018
5247650	3704018
5300488	3704018
5589957	3704018
5991243	3704018
6066007	3704018
6332350	3704018
6343191	3704018
6567712	3704018
6633383	3704018
6780116	3704018
6939220	3704018
6953875	3704018
7027871	3704018
10308965	3704018
10330176	3704018
10657702	3704018
10799795	3704018
12006130	3704018
12386905	3704018
13033575	3704018
13221480	3704018
13641476	3704018
13903525	3704018
15087444	3704018
30642390	3704018
35480910	3704018
35937708	3704018
35940230	3704018
36068655	3704018
36073270	3704018
36120693	3704018
36121866	3704018
36137941	3704018
36138224	3704018
36350039	3704018
36356040	3704018
37097018	3704018
37097098	3704018
37098988	3704018
37099510	3704018
37126021	3704018
38772207	3704018
47627302	3704018
48226601	3704018
49121821	3704018
49496001	3704018
52729178	3704018
55116496	3704018
57397663	3704018
57407666	3704018
57408480	3704018
57410058	3704018
2296492	3704385
2798984	3704385
3520247	3704385
3666772	3704385
3704018	3704385
4402571	3704385
5130901	3704385
5166122	3704385
5300488	3704385
5678320	3704385
5683812	3704385
5956422	3704385
6211298	3704385
6235468	3704385
6237300	3704385
6332350	3704385
6343191	3704385
6372346	3704385
6458490	3704385
6514199	3704385
6567192	3704385
6567712	3704385
6629865	3704385
6633383	3704385
6648124	3704385
6702443	3704385
6734936	3704385
6745180	3704385
6750024	3704385
6780116	3704385
6982833	3704385
7027871	3704385
7036518	3704385
10069062	3704385
10162467	3704385
10308965	3704385
10313066	3704385
10330176	3704385
10433608	3704385
10679210	3704385
11128995	3704385
11231773	3704385
11411247	3704385
12006130	3704385
12047923	3704385
12800214	3704385
12849946	3704385
13033575	3704385
13221480	3704385
13409385	3704385
13494131	3704385
13641476	3704385
13896604	3704385
14603525	3704385
15087444	3704385
15186319	3704385
29546243	3704385
34035086	3704385
34091110	3704385
34324949	3704385
34420582	3704385
34725230	3704385
34767028	3704385
35933604	3704385
35933992	3704385
35934056	3704385
35935060	3704385
35937439	3704385
35941236	3704385
35941770	3704385
35941872	3704385
35941926	3704385
36072750	3704385
36119790	3704385
36121173	3704385
36122292	3704385
36261330	3704385
36354394	3704385
37047914	3704385
37073763	3704385
37096098	3704385
37096513	3704385
37096988	3704385
37097018	3704385
37097098	3704385
37097099	3704385
37097245	3704385
37098360	3704385
37098988	3704385
37099510	3704385
37114391	3704385
38032144	3704385
38051352	3704385
38358591	3704385
38359540	3704385
38369912	3704385
38772207	3704385
46350813	3704385
47594687	3704385
47603048	3704385
49121821	3704385
50119941	3704385
52180188	3704385
52729178	3704385
55082045	3704385
55116496	3704385
55808526	3704385
56603554	3704385
56615389	3704385
56651295	3704385
57396281	3704385
57397663	3704385
57407456	3704385
57407666	3704385
57407820	3704385
57407976	3704385
57408660	3704385
57409147	3704385
57412906	3704385
2628369	3750780
2833172	3750780
3533660	3750780
3557858	3750780
3704385	3750780
4993198	3750780
5004888	3750780
5190734	3750780
5718302	3750780
6237764	3750780
6329240	3750780
6524657	3750780
6702443	3750780
6713707	3750780
6731758	3750780
6753910	3750780
6754890	3750780
6789359	3750780
6809774	3750780
6924115	3750780
6940817	3750780
6975938	3750780
6982833	3750780
10679210	3750780
10704387	3750780
11238085	3750780
11709507	3750780
11723059	3750780
11859477	3750780
12327141	3750780
12403719	3750780
12646844	3750780
12709593	3750780
12968445	3750780
14888305	3750780
15083317	3750780
15087445	3750780
31485509	3750780
34035086	3750780
34090093	3750780
34420582	3750780
35359844	3750780
35932438	3750780
35933082	3750780
35933587	3750780
35935907	3750780
36072750	3750780
36119790	3750780
36120143	3750780
36120466	3750780
36120706	3750780
36136506	3750780
36146472	3750780
36146524	3750780
36264363	3750780
36320136	3750780
36469553	3750780
37098988	3750780
37327468	3750780
37500737	3750780
38032144	3750780
38074752	3750780
38358591	3750780
38358698	3750780
39173532	3750780
39177073	3750780
43836147	3750780
43837028	3750780
47762761	3750780
49046683	3750780
49048753	3750780
49134748	3750780
56549119	3750780
56609789	3750780
57409186	3750780
5137062	5231481
5184170	5231481
5452568	5231481
5813483	5231481
6237300	5231481
6329240	5231481
6567712	5231481
6809774	5231481
10349412	5231481
10948193	5231481
11236878	5231481
11709507	5231481
12264448	5231481
12403719	5231481
13024362	5231481
13353204	5231481
14148774	5231481
29546247	5231481
33805750	5231481
34035485	5231481
34489071	5231481
34766891	5231481
34766952	5231481
35934539	5231481
35934548	5231481
36046461	5231481
36073022	5231481
36121241	5231481
36137511	5231481
36138262	5231481
36147547	5231481
37052721	5231481
37098988	5231481
37327926	5231481
37504550	5231481
37505312	5231481
38074821	5231481
38369924	5231481
38384465	5231481
38772202	5231481
38795386	5231481
43836339	5231481
44362777	5231481
47711382	5231481
55116496	5231481
57413572	5231481
4360971	5300488
4987389	5300488
5247650	5300488
5450226	5300488
5681854	5300488
6143914	5300488
6332350	5300488
6532080	5300488
6575486	5300488
6662964	5300488
7027871	5300488
10231801	5300488
11678025	5300488
12006130	5300488
14270219	5300488
14326451	5300488
34035723	5300488
34685145	5300488
34685341	5300488
35940230	5300488
36073022	5300488
36073270	5300488
36120909	5300488
36121122	5300488
36121728	5300488
36137941	5300488
36138497	5300488
36350039	5300488
37097098	5300488
37099510	5300488
37504265	5300488
37712793	5300488
38051352	5300488
38369912	5300488
39197912	5300488
41301946	5300488
43843847	5300488
47594687	5300488
49121821	5300488
54443575	5300488
57408777	5300488
57409186	5300488
1755740	5316929
3660266	5316929
3809291	5316929
5190734	5316929
5286243	5316929
5323123	5316929
5359383	5316929
5437337	5316929
5540281	5316929
5852543	5316929
6066563	5316929
6112179	5316929
6206391	5316929
6253445	5316929
6660909	5316929
6676246	5316929
6754890	5316929
7033768	5316929
10069291	5316929
10139944	5316929
10762778	5316929
12067115	5316929
12110719	5316929
13520594	5316929
13664617	5316929
13731580	5316929
13920069	5316929
34090093	5316929
34090669	5316929
34470099	5316929
34492412	5316929
34766840	5316929
34767045	5316929
34949780	5316929
35261751	5316929
35940140	5316929
36321105	5316929
36346873	5316929
36370064	5316929
37073763	5316929
37078083	5316929
37078138	5316929
38072889	5316929
38073186	5316929
38073408	5316929
38074926	5316929
39164141	5316929
39165114	5316929
39174870	5316929
47660082	5316929
47752633	5316929
47776838	5316929
47832046	5316929
47979150	5316929
48249187	5316929
52333056	5316929
54831385	5316929
55214877	5316929
2811790	5678320
4107744	5678320
5878808	5678320
6710160	5678320
10067513	5678320
11692591	5678320
12184741	5678320
30406210	5678320
34766916	5678320
34766934	5678320
36073212	5678320
38032144	5678320
48258594	5678320
5317485	5755836
5359383	5755836
6145678	5755836
6383777	5755836
6567192	5755836
6823312	5755836
10231801	5755836
10313066	5755836
10657702	5755836
11108715	5755836
11139716	5755836
11236878	5755836
11606938	5755836
12423110	5755836
14016446	5755836
14226303	5755836
15087444	5755836
34489141	5755836
34489202	5755836
34489205	5755836
34766892	5755836
34766916	5755836
34766934	5755836
35935503	5755836
35935642	5755836
35935753	5755836
36046653	5755836
36121173	5755836
36121403	5755836
36121661	5755836
36121866	5755836
36138194	5755836
36139092	5755836
36177286	5755836
36321883	5755836
36470719	5755836
37041126	5755836
37048541	5755836
37096513	5755836
37096864	5755836
37098748	5755836
37126021	5755836
37504550	5755836
38357856	5755836
38358698	5755836
38369924	5755836
38615984	5755836
46350813	5755836
47089618	5755836
48228213	5755836
49121821	5755836
49615756	5755836
49998905	5755836
49999439	5755836
50107874	5755836
50120354	5755836
54934104	5755836
56615344	5755836
56615537	5755836
56650018	5755836
57407652	5755836
57409917	5755836
57410058	5755836
6133972	5799530
6580738	5799530
6647105	5799530
6669638	5799530
6696244	5799530
6725216	5799530
6794251	5799530
6881031	5799530
6904285	5799530
6979783	5799530
6980672	5799530
7022930	5799530
7028806	5799530
12031108	5799530
13872633	5799530
13911235	5799530
14232462	5799530
28734070	5799530
34234212	5799530
34626421	5799530
34797010	5799530
35838796	5799530
36120093	5799530
36260118	5799530
36439229	5799530
36439390	5799530
36528492	5799530
36528650	5799530
37096287	5799530
37771066	5799530
48079445	5799530
57400236	5799530
57410935	5799530
6804014	5859582
56549089	5859582
56603737	5859582
57408480	5859582
57409541	5859582
57409725	5859582
6525918	5870404
10657702	5870404
11492054	5870404
11962683	5870404
14056744	5870404
29546243	5870404
30639723	5870404
34049069	5870404
34091110	5870404
34196979	5870404
34489203	5870404
34649137	5870404
34766892	5870404
35372188	5870404
35774795	5870404
35937708	5870404
35941811	5870404
36121165	5870404
36121657	5870404
36195596	5870404
36264283	5870404
36268103	5870404
36268332	5870404
36371344	5870404
37505137	5870404
38140123	5870404
38357856	5870404
49121821	5870404
49312429	5870404
50107874	5870404
50120185	5870404
53373918	5870404
55927846	5870404
56603554	5870404
5766911	6141034
5813483	6141034
6329240	6141034
6354318	6141034
6628336	6141034
6643278	6141034
6711580	6141034
6809774	6141034
10730290	6141034
11709507	6141034
11968127	6141034
12187127	6141034
13185514	6141034
13545823	6141034
13664617	6141034
13697585	6141034
13731580	6141034
34767028	6141034
35916419	6141034
36072750	6141034
36120200	6141034
38394547	6141034
39740662	6141034
43836159	6141034
43836339	6141034
43836424	6141034
44362777	6141034
44894819	6141034
48213727	6141034
49057057	6141034
49510824	6141034
5677920	6211298
5864575	6211298
5916040	6211298
5934606	6211298
6383542	6211298
6845686	6211298
11155575	6211298
11628736	6211298
12800214	6211298
13226485	6211298
14187681	6211298
14604776	6211298
24080099	6211298
29453500	6211298
30033048	6211298
31982732	6211298
32078569	6211298
33533170	6211298
34031244	6211298
34420963	6211298
34420966	6211298
34649429	6211298
34766842	6211298
34766908	6211298
35044717	6211298
35372390	6211298
35391793	6211298
35935189	6211298
35937299	6211298
35941197	6211298
35941709	6211298
35941770	6211298
35941872	6211298
35941908	6211298
35941924	6211298
35941935	6211298
36046594	6211298
36121173	6211298
36121933	6211298
36122078	6211298
36122292	6211298
36122315	6211298
36139539	6211298
36258386	6211298
36352132	6211298
36354844	6211298
37078675	6211298
37097245	6211298
37573354	6211298
38076626	6211298
38137629	6211298
38140508	6211298
38359626	6211298
40892446	6211298
40953199	6211298
46350669	6211298
47732724	6211298
48070895	6211298
48096779	6211298
48381049	6211298
49121642	6211298
49121821	6211298
49137971	6211298
50019781	6211298
50321213	6211298
50407169	6211298
52729178	6211298
55116496	6211298
56544334	6211298
57409489	6211298
3146107	6235468
4995506	6235468
5043974	6235468
5358133	6235468
5578310	6235468
5859582	6235468
5878808	6235468
5911533	6235468
6272401	6235468
6383777	6235468
6567192	6235468
6652999	6235468
6805923	6235468
10067513	6235468
10108426	6235468
11108715	6235468
11606938	6235468
11893967	6235468
11903572	6235468
12989548	6235468
12989587	6235468
13704480	6235468
16549519	6235468
30349485	6235468
34091280	6235468
34488924	6235468
34489200	6235468
34766916	6235468
34766934	6235468
34766952	6235468
34766956	6235468
34767028	6235468
35481057	6235468
35936936	6235468
35937783	6235468
36068900	6235468
36073022	6235468
36138434	6235468
36139292	6235468
36378684	6235468
36470719	6235468
37074589	6235468
37078345	6235468
37327926	6235468
38358698	6235468
38369912	6235468
38369924	6235468
38772207	6235468
38774897	6235468
47693542	6235468
47747196	6235468
48195696	6235468
48258594	6235468
49998905	6235468
50203708	6235468
54448746	6235468
57407652	6235468
57408258	6235468
57408480	6235468
57409876	6235468
5864575	6237300
5956422	6237300
6332350	6237300
6383542	6237300
6728189	6237300
7036518	6237300
10308965	6237300
10313066	6237300
10313328	6237300
12800214	6237300
14071665	6237300
35774795	6237300
35941770	6237300
35941872	6237300
35941935	6237300
36121173	6237300
36262728	6237300
37078675	6237300
37096098	6237300
38164790	6237300
46350669	6237300
49121821	6237300
50120022	6237300
50403848	6237300
50407181	6237300
55116496	6237300
56615389	6237300
57408660	6237300
57409147	6237300
5683812	6332350
6372346	6332350
10308965	6332350
15087444	6332350
35937439	6332350
35937649	6332350
35941926	6332350
37097098	6332350
37099510	6332350
37505276	6332350
38051352	6332350
39197912	6332350
47603048	6332350
50321218	6332350
50403848	6332350
52180188	6332350
55116496	6332350
57396281	6332350
57409147	6332350
3146107	6514199
4572193	6514199
5002706	6514199
6023241	6514199
6206164	6514199
6332350	6514199
6494852	6514199
6715839	6514199
10948193	6514199
11446711	6514199
13513976	6514199
15184298	6514199
34281502	6514199
34281537	6514199
34326020	6514199
34488938	6514199
34685342	6514199
34766916	6514199
34951561	6514199
35371957	6514199
35480898	6514199
35896426	6514199
35896642	6514199
35917609	6514199
35935060	6514199
35937783	6514199
35941926	6514199
35985341	6514199
36046443	6514199
36068725	6514199
36068896	6514199
36073022	6514199
36322691	6514199
36470719	6514199
36590731	6514199
36731882	6514199
37503968	6514199
38140123	6514199
38358698	6514199
38369912	6514199
38772207	6514199
48513661	6514199
49093403	6514199
49121821	6514199
52729178	6514199
53073500	6514199
53932196	6514199
56547604	6514199
57407718	6514199
11348993	6525918
14251886	6525918
16548850	6525918
30349485	6525918
30639723	6525918
34040319	6525918
34166833	6525918
34292376	6525918
34489203	6525918
34489205	6525918
35372188	6525918
36190963	6525918
36323301	6525918
37126021	6525918
37505016	6525918
37505137	6525918
46350813	6525918
50107874	6525918
50228123	6525918
53373918	6525918
55927846	6525918
5323123	6567192
11108715	6567192
11236878	6567192
12403719	6567192
30349485	6567192
34040319	6567192
34489126	6567192
34489201	6567192
34767028	6567192
34952949	6567192
35372188	6567192
36121661	6567192
36323301	6567192
36470719	6567192
37048671	6567192
37079296	6567192
37504550	6567192
37504903	6567192
37504960	6567192
38606374	6567192
38611741	6567192
43837028	6567192
47747196	6567192
47884203	6567192
48213727	6567192
49121821	6567192
50228123	6567192
52333056	6567192
6197864	6567712
6226589	6567712
6349570	6567712
6353159	6567712
6372346	6567712
6703066	6567712
6827143	6567712
10358086	6567712
11853145	6567712
31398810	6567712
34767093	6567712
35045015	6567712
35045451	6567712
35371873	6567712
35372319	6567712
35372320	6567712
35372333	6567712
35469502	6567712
35754433	6567712
35871307	6567712
35942015	6567712
36139454	6567712
36354844	6567712
36776768	6567712
36777429	6567712
47941719	6567712
50403704	6567712
4685998	6571655
5022345	6571655
5254778	6571655
5269371	6571655
5483639	6571655
5528408	6571655
5659554	6571655
5869275	6571655
6211376	6571655
6401986	6571655
6455845	6571655
6527548	6571655
6577798	6571655
6699551	6571655
6729424	6571655
6730430	6571655
6796594	6571655
6812034	6571655
6915456	6571655
6929707	6571655
10752697	6571655
10837944	6571655
10858911	6571655
11806815	6571655
12471366	6571655
12614042	6571655
13006534	6571655
13220047	6571655
13575151	6571655
13606916	6571655
13896527	6571655
14250967	6571655
14886997	6571655
14888010	6571655
15186395	6571655
28153909	6571655
30637650	6571655
32057428	6571655
32067711	6571655
34031954	6571655
34766908	6571655
35371956	6571655
35896324	6571655
35916692	6571655
35916996	6571655
35941130	6571655
35941269	6571655
35941527	6571655
35985249	6571655
36064747	6571655
36068355	6571655
36068457	6571655
36072786	6571655
36120125	6571655
36120186	6571655
36120737	6571655
36121279	6571655
36137297	6571655
36139136	6571655
36319874	6571655
36354390	6571655
36354394	6571655
36356047	6571655
36370221	6571655
36377920	6571655
36473278	6571655
37078269	6571655
37078383	6571655
37078532	6571655
37079238	6571655
37097671	6571655
37097780	6571655
37098776	6571655
37573403	6571655
37876211	6571655
38032139	6571655
38140272	6571655
38369826	6571655
38770468	6571655
46348984	6571655
46349520	6571655
46350669	6571655
46350696	6571655
47968918	6571655
48014235	6571655
48449922	6571655
48641014	6571655
50120131	6571655
50368444	6571655
50368445	6571655
50368458	6571655
50407186	6571655
56610953	6571655
56615083	6571655
56616095	6571655
57408532	6571655
57409614	6571655
4843618	6629865
5860011	6629865
6332350	6629865
6745180	6629865
15186319	6629865
34951178	6629865
35985144	6629865
36260670	6629865
36354394	6629865
37047914	6629865
37097018	6629865
37097098	6629865
37099669	6629865
37114391	6629865
48386913	6629865
49446772	6629865
50368449	6629865
3704018	6633383
4563328	6633383
5246442	6633383
5247650	6633383
5300488	6633383
5792893	6633383
5859582	6633383
6143914	6633383
6237300	6633383
6332350	6633383
6433278	6633383
6484108	6633383
6575486	6633383
6629865	6633383
6714868	6633383
6755247	6633383
6794675	6633383
6798279	6633383
6939220	6633383
6953875	6633383
7027871	6633383
7036518	6633383
10231801	6633383
10308965	6633383
10633503	6633383
10657702	6633383
12006130	6633383
13221480	6633383
13641476	6633383
14270219	6633383
14901646	6633383
29546243	6633383
30349485	6633383
34085913	6633383
35934500	6633383
35937649	6633383
35940230	6633383
35941248	6633383
35941926	6633383
36046443	6633383
36068655	6633383
36073022	6633383
36073270	6633383
36121122	6633383
36121173	6633383
36121241	6633383
36137941	6633383
36258243	6633383
36350039	6633383
36356040	6633383
37047914	6633383
37097098	6633383
37098927	6633383
37098988	6633383
37099510	6633383
37126021	6633383
37505029	6633383
37712793	6633383
38051352	6633383
38369912	6633383
46350813	6633383
46350985	6633383
47594687	6633383
48038908	6633383
49121821	6633383
49282434	6633383
49496001	6633383
50321218	6633383
50403848	6633383
52180188	6633383
52729178	6633383
55116496	6633383
56651295	6633383
57395643	6633383
57397663	6633383
57408480	6633383
57408660	6633383
3704018	6702443
5246442	6702443
5300488	6702443
5859582	6702443
5870404	6702443
6237300	6702443
6567192	6702443
6567712	6702443
6794675	6702443
7027871	6702443
7036518	6702443
10313066	6702443
10657702	6702443
10679210	6702443
12862238	6702443
12953216	6702443
13033575	6702443
15083316	6702443
29546243	6702443
34766892	6702443
35935060	6702443
35940230	6702443
36068655	6702443
36121165	6702443
36137843	6702443
36264283	6702443
37096098	6702443
37096513	6702443
37126021	6702443
38358698	6702443
38369912	6702443
47594687	6702443
49121821	6702443
49496001	6702443
50107874	6702443
52729178	6702443
53373918	6702443
55116496	6702443
57408660	6702443
6236500	6711580
7036518	6711580
34767028	6711580
35941853	6711580
49510664	6711580
57408660	6711580
5200123	6725216
6714591	6725216
6716353	6725216
6807442	6725216
6811236	6725216
